epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1061.4,1.37784,1.71338,1.63674,0.71032,0.44634,0.45094,0.17428,2.35439,2.02483,3.18965,0.0007328,0.0007328,0.0007328
34,1087.59,1.42723,1.68485,1.66009,0.59183,0.59326,0.4817,0.17546,2.42755,2.08786,3.39511,0.0006932,0.0006932,0.0006932
35,1113.74,1.37461,1.60982,1.65248,0.60238,0.68182,0.48311,0.17367,2.46899,2.35617,3.44914,0.0006536,0.0006536,0.0006536
36,1139.94,1.35214,1.62219,1.64909,0.62069,0.68182,0.5698,0.17992,2.54528,2.38347,3.32295,0.000614,0.000614,0.000614
37,1169.29,1.40966,1.60328,1.6454,0.62257,0.63636,0.52234,0.16442,2.40487,2.41812,3.19973,0.0005744,0.0005744,0.0005744
38,1195.66,1.35427,1.62714,1.61752,0.45851,0.6162,0.4468,0.18399,2.39656,2.18127,3.18574,0.0005348,0.0005348,0.0005348
39,1222.23,1.31051,1.60528,1.56751,0.49657,0.59091,0.45287,0.18757,2.31449,2.14784,3.05796,0.0004952,0.0004952,0.0004952
40,1248.83,1.31484,1.55375,1.56426,0.5825,0.40909,0.39978,0.16625,2.31973,2.20191,3.1387,0.0004556,0.0004556,0.0004556
41,1274.4,1.43619,1.85505,1.84451,0.59595,0.54545,0.40347,0.16575,2.38658,2.17327,3.20371,0.000416,0.000416,0.000416
42,1300.26,1.29456,1.71553,1.70742,0.58201,0.54545,0.38563,0.13792,2.35585,2.30925,3.16301,0.0003764,0.0003764,0.0003764
43,1325.86,1.21976,1.65677,1.6776,0.61606,0.58378,0.42261,0.14948,2.30824,2.33469,3.1721,0.0003368,0.0003368,0.0003368
44,1351.61,1.24968,1.61841,1.69811,0.60315,0.59091,0.42843,0.14914,2.3026,2.39678,3.20293,0.0002972,0.0002972,0.0002972
45,1377.36,1.19325,1.59202,1.66366,0.53242,0.54545,0.39904,0.14954,2.32648,2.3222,3.28353,0.0002576,0.0002576,0.0002576
46,1403.33,1.18322,1.57959,1.62187,0.61376,0.59091,0.41325,0.16404,2.3955,2.30357,3.4541,0.000218,0.000218,0.000218
47,1429.01,1.14323,1.53473,1.63049,0.57957,0.59091,0.41431,0.1684,2.40289,2.2671,3.49871,0.0001784,0.0001784,0.0001784
48,1457.9,1.12724,1.4926,1.59608,0.55839,0.59091,0.42912,0.17352,2.42891,2.18438,3.63028,0.0001388,0.0001388,0.0001388
49,1517.11,1.15061,1.42448,1.62113,0.5814,0.56872,0.43288,0.17738,2.42265,2.18966,3.62388,9.92e-05,9.92e-05,9.92e-05
50,1560.54,1.10653,1.38211,1.56498,0.58185,0.59091,0.43444,0.178,2.40829,2.20131,3.6009,5.96e-05,5.96e-05,5.96e-05
