epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,24793.4,1.10363,1.16118,1.38443,0.67034,0.50508,0.48797,0.32456,1.84433,1.98762,2.09661,0.000416,0.000416,0.000416
42,25391.2,1.08163,1.10341,1.38463,0.62382,0.54839,0.48444,0.32482,1.77279,1.90079,1.99642,0.0003764,0.0003764,0.0003764
43,25982.6,1.0757,1.09226,1.37381,0.61727,0.54194,0.45337,0.29924,1.77914,1.95317,2.00748,0.0003368,0.0003368,0.0003368
44,26572.4,1.06859,1.06933,1.36603,0.62302,0.54,0.46731,0.31355,1.73684,1.9458,1.97962,0.0002972,0.0002972,0.0002972
45,27160.5,1.02762,1.06337,1.33862,0.66076,0.524,0.50245,0.33432,1.80454,1.98862,2.05674,0.0002576,0.0002576,0.0002576
46,27749.8,1.02864,1.05056,1.33381,0.62855,0.54805,0.48561,0.32229,1.77814,1.95482,2.03525,0.000218,0.000218,0.000218
47,28337.7,1.01239,1.00837,1.31298,0.62912,0.55548,0.47316,0.31473,1.75546,1.97068,2.00386,0.0001784,0.0001784,0.0001784
48,28921.5,1.00696,1.0223,1.31685,0.63451,0.5329,0.48579,0.32083,1.81416,1.999,2.0703,0.0001388,0.0001388,0.0001388
49,29509.9,0.9974,0.9941,1.3161,0.63586,0.55654,0.49004,0.32939,1.77391,1.93917,2.0103,9.92e-05,9.92e-05,9.92e-05
50,30112,1.0011,1.00091,1.30752,0.64049,0.54968,0.48911,0.32595,1.79135,1.94744,2.03675,5.96e-05,5.96e-05,5.96e-05
