epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,114.799,1.39561,1.6081,1.68265,0.00033,0.1,0.00023,6e-05,3.96871,5.50714,4.56981,0.000579424,0.000579424,0.000579424
14,123.452,1.3534,1.56186,1.61672,0.00033,0.1,0.00021,2e-05,4.05288,5.44846,4.37004,0.000608932,0.000608932,0.000608932
15,132.561,1.33527,1.50631,1.63859,0.00167,0.5,0.00251,0.0006,3.97744,5.57965,3.99847,0.000636064,0.000636064,0.000636064
16,141.14,1.48598,1.58821,1.74228,0.00167,0.5,0.00314,0.00064,3.94782,5.55061,4.01673,0.00066082,0.00066082,0.00066082
17,149.545,1.38209,1.45643,1.57662,0.00167,0.5,0.00367,0.0016,3.47808,5.54431,3.29801,0.0006832,0.0006832,0.0006832
18,158.296,1.39869,1.53317,1.653,0.003,0.9,0.01012,0.00217,3.34566,5.32097,3.24633,0.000703204,0.000703204,0.000703204
19,166.93,1.49046,1.73701,1.81347,0.00267,0.8,0.00932,0.00183,3.36211,5.35737,3.25995,0.000720832,0.000720832,0.000720832
20,175.571,1.29382,1.35067,1.56589,0.00233,0.7,0.0116,0.00238,3.32559,4.93288,3.18894,0.000736084,0.000736084,0.000736084
21,184.313,1.35758,1.48432,1.61877,0.00267,0.8,0.01109,0.00174,3.34558,4.73869,3.24947,0.00074896,0.00074896,0.00074896
22,196.418,1.22588,1.30091,1.49257,0.00233,0.7,0.02575,0.00317,3.51754,4.62798,3.55459,0.00075946,0.00075946,0.00075946
23,208.821,1.24065,1.26369,1.47174,0.00988,0.1,0.01777,0.00321,3.61611,5.04882,3.78989,0.000767584,0.000767584,0.000767584
24,219.186,1.42312,1.38768,1.70324,0.00133,0.4,0.0085,0.00106,3.93015,5.19521,4.14056,0.000773332,0.000773332,0.000773332
25,228.144,1.49882,1.52432,1.74613,0.00516,0.7,0.02103,0.00227,3.97183,5.29546,4.08168,0.000776704,0.000776704,0.000776704
26,237.025,1.34784,1.34582,1.5612,0.002,0.6,0.00653,0.001,4.10776,5.89089,4.60563,0.0007777,0.0007777,0.0007777
27,246.007,1.37878,1.36989,1.61743,0.00167,0.5,0.00377,0.0005,4.29132,5.38524,4.94861,0.00077632,0.00077632,0.00077632
28,255.078,1.41502,1.50542,1.72305,0.001,0.3,0.00334,0.00033,4.25897,5.52923,5.53145,0.000772564,0.000772564,0.000772564
29,264.023,1.28472,1.28542,1.51693,0.001,0.3,0.00334,0.00033,4.25897,5.52923,5.53145,0.000766432,0.000766432,0.000766432
30,273.214,1.2192,1.27059,1.48125,0.001,0.3,0.00088,0.00022,3.93416,5.38109,4.99869,0.000757924,0.000757924,0.000757924
31,282.422,1.27513,1.329,1.5648,0.00167,0.5,0.00156,0.00024,3.9859,5.20221,4.99181,0.00074704,0.00074704,0.00074704
32,291.665,1.11169,1.27907,1.44307,0.00067,0.2,0.00052,0.00013,4.0897,5.68846,5.3625,0.00073378,0.00073378,0.00073378
33,300.845,1.24752,1.17936,1.4872,0.00067,0.2,0.00052,0.00013,4.0897,5.68846,5.3625,0.000718144,0.000718144,0.000718144
34,310.205,1.16426,1.39295,1.5016,0.0393,0.1,0.00572,0.00066,4.08048,4.99429,5.75284,0.0006932,0.0006932,0.0006932
35,319.667,1.17959,1.21186,1.41953,0.04757,0.2,0.01333,0.00247,3.91343,5.0794,5.79106,0.0006536,0.0006536,0.0006536
36,329.403,1.04519,1.10732,1.3716,0.02459,0.2,0.00848,0.00103,3.95119,5.71828,5.53637,0.000614,0.000614,0.000614
37,338.868,1.12665,1.25419,1.44863,0.02459,0.2,0.00848,0.00103,3.95119,5.71828,5.53637,0.0005744,0.0005744,0.0005744
38,348.551,0.911,1.03746,1.31178,0.01218,0.1,0.00403,0.00054,4.04123,5.70489,5.50782,0.0005348,0.0005348,0.0005348
39,358.001,0.9818,1.02834,1.29486,0.00133,0.4,0.00348,0.00048,3.99913,5.53476,5.59876,0.0004952,0.0004952,0.0004952
40,367.71,1.00477,1.0821,1.35476,0.00133,0.4,0.00517,0.00061,3.90279,5.469,6.12439,0.0004556,0.0004556,0.0004556
41,377.255,0.92414,1.60767,1.4899,0.00133,0.4,0.00517,0.00061,3.90279,5.469,6.12439,0.000416,0.000416,0.000416
42,386.865,1.01238,1.65037,1.55534,0.00067,0.2,0.00047,0.00011,3.99331,5.21375,6.11073,0.0003764,0.0003764,0.0003764
43,396.691,0.96766,1.62473,1.50915,0.00033,0.1,0.0002,6e-05,3.98174,4.76127,6.16431,0.0003368,0.0003368,0.0003368
44,406.652,0.78928,1.4128,1.38625,0.001,0.3,0.00108,0.00018,3.93839,4.85628,6.25603,0.0002972,0.0002972,0.0002972
45,417.088,0.88442,1.42166,1.49564,0.001,0.3,0.00108,0.00018,3.93839,4.85628,6.25603,0.0002576,0.0002576,0.0002576
46,427.126,0.8523,1.3725,1.3837,0.00067,0.2,0.00063,0.0001,4.00527,4.56722,6.38939,0.000218,0.000218,0.000218
47,437.323,0.75545,1.35659,1.35837,0.00033,0.1,0.00021,2e-05,4.07459,4.56424,6.67395,0.0001784,0.0001784,0.0001784
48,447.387,0.76433,1.3144,1.37797,0.00067,0.2,0.00048,5e-05,4.06151,4.41471,6.66416,0.0001388,0.0001388,0.0001388
49,457.564,0.82903,1.38168,1.45732,0.00067,0.2,0.00048,5e-05,4.06151,4.41471,6.66416,9.92e-05,9.92e-05,9.92e-05
50,467.717,0.86306,1.32146,1.43174,0.00067,0.2,0.00042,4e-05,4.01398,4.45064,6.48518,5.96e-05,5.96e-05,5.96e-05
