epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,86.4051,1.81714,2.85008,1.91923,0.00333,1,0.35989,0.11489,1.95252,3.84351,1.91113,0.00043586,0.00043586,0.00043586
17,91.9276,1.72572,2.93279,1.79592,0.00333,1,0.36955,0.17895,1.80659,3.93975,1.80428,0.000450912,0.000450912,0.000450912
18,97.2169,1.7912,2.91766,1.87961,0.00333,1,0.34479,0.13845,1.73646,3.64143,1.68553,0.00046438,0.00046438,0.00046438
19,102.83,1.82576,2.58622,1.86743,0.00333,1,0.28006,0.10389,1.76847,3.89631,1.70394,0.000476264,0.000476264,0.000476264
20,108.114,1.75132,2.5365,1.74077,0.00333,1,0.40214,0.12409,1.84229,3.77218,1.61186,0.000486564,0.000486564,0.000486564
21,113.405,1.80705,2.5827,1.90001,0.00333,1,0.46493,0.15061,2.07667,3.72349,1.67827,0.00049528,0.00049528,0.00049528
22,118.959,1.58728,2.4409,1.62632,0.00333,1,0.40895,0.13986,2.23856,3.84118,1.82213,0.000502412,0.000502412,0.000502412
23,124.588,1.73535,2.59379,1.79589,0.00333,1,0.40919,0.11034,2.46312,4.17995,2.08706,0.00050796,0.00050796,0.00050796
24,130.225,1.77416,2.5635,1.81016,0.00333,1,0.23347,0.08377,2.73083,4.57497,2.40241,0.000511924,0.000511924,0.000511924
25,135.91,1.74864,2.48942,1.8807,0.00333,1,0.22962,0.04973,2.45574,4.27526,2.19415,0.000514304,0.000514304,0.000514304
26,141.94,1.53606,2.6332,1.61882,0.00333,1,0.28671,0.04303,2.94083,4.19379,2.42296,0.0005151,0.0005151,0.0005151
27,147.512,1.54366,2.43303,1.57637,0.00333,1,0.1788,0.02215,2.59587,4.69086,2.36084,0.000514312,0.000514312,0.000514312
28,153.128,1.78895,2.4231,1.74469,0.00333,1,0.1788,0.02215,2.59587,4.69086,2.36084,0.00051194,0.00051194,0.00051194
29,158.87,1.52123,2.54425,1.60037,0.00333,1,0.35058,0.05063,2.73785,3.75009,2.46656,0.000507984,0.000507984,0.000507984
30,164.611,1.65115,2.45976,1.67245,0.00536,1,0.50452,0.08001,2.68548,3.73727,2.42672,0.000502444,0.000502444,0.000502444
31,170.263,1.62075,2.36158,1.63637,0.00536,1,0.50452,0.08001,2.68548,3.73727,2.42672,0.00049532,0.00049532,0.00049532
32,176.023,1.82291,2.52593,1.72176,0.58577,0.5,0.6576,0.14153,2.2972,3.22911,2.0945,0.000486612,0.000486612,0.000486612
33,181.875,1.58666,2.30369,1.64349,0.52317,0.33333,0.61933,0.19182,2.07552,3.18707,1.95579,0.00047632,0.00047632,0.00047632
34,187.61,1.55987,2.37257,1.65074,0.52317,0.33333,0.61933,0.19182,2.07552,3.18707,1.95579,0.000464444,0.000464444,0.000464444
35,193.495,1.64248,2.16305,1.57744,0.58072,0.46787,0.7031,0.20586,2.14212,2.99433,1.96402,0.000450984,0.000450984,0.000450984
36,199.374,1.58365,2.32191,1.67863,0.50467,0.5,0.68409,0.16886,2.1812,2.98158,2.00987,0.00043594,0.00043594,0.00043594
37,205.267,1.36071,2.09815,1.46919,0.50467,0.5,0.68409,0.16886,2.1812,2.98158,2.00987,0.000419312,0.000419312,0.000419312
38,211.182,1.81235,2.39189,1.70656,0.41948,0.83333,0.64981,0.17667,2.21916,2.96498,2.1065,0.0004011,0.0004011,0.0004011
39,217.161,1.49103,2.15257,1.5612,0.67148,0.66667,0.785,0.21442,2.27564,2.79002,2.19926,0.000381304,0.000381304,0.000381304
40,222.925,1.38909,1.83114,1.46461,0.67148,0.66667,0.785,0.21442,2.27564,2.79002,2.19926,0.000359924,0.000359924,0.000359924
41,228.687,1.96198,2.82935,1.97595,0.61462,0.66667,0.76725,0.2246,2.14186,2.87805,2.02228,0.00033696,0.00033696,0.00033696
42,235.26,1.41722,2.37396,1.49798,0.59184,0.73016,0.72458,0.25719,2.00495,2.89485,1.77397,0.000312412,0.000312412,0.000312412
43,241.263,1.39556,2.50894,1.50603,0.59184,0.73016,0.72458,0.25719,2.00495,2.89485,1.77397,0.00028628,0.00028628,0.00028628
44,247.548,1.30304,2.36869,1.43722,0.83219,0.83333,0.85238,0.36283,1.94957,2.7689,1.65051,0.000258564,0.000258564,0.000258564
45,253.859,1.27708,2.2713,1.41034,0.83219,0.83333,0.85238,0.36283,1.94957,2.7689,1.65051,0.000229264,0.000229264,0.000229264
46,259.861,1.30619,2.35194,1.41952,0.86138,0.66667,0.80516,0.43305,1.90621,2.83618,1.56269,0.00019838,0.00019838,0.00019838
47,265.671,1.33167,2.36024,1.42656,0.86138,0.66667,0.80516,0.43305,1.90621,2.83618,1.56269,0.000165912,0.000165912,0.000165912
48,271.598,1.14421,2.24825,1.33859,0.94103,0.66667,0.80516,0.42877,1.9157,2.76475,1.60842,0.00013186,0.00013186,0.00013186
49,277.574,1.3145,2.21621,1.45769,0.94103,0.66667,0.80516,0.42877,1.9157,2.76475,1.60842,9.6224e-05,9.6224e-05,9.6224e-05
50,283.758,1.36247,2.37836,1.44909,0.95226,0.66667,0.80516,0.3858,1.96053,2.69387,1.6715,5.9004e-05,5.9004e-05,5.9004e-05
