epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,128.284,2.09263,3.43043,2.16894,0.00333,1,0.55929,0.09563,3.23993,4.01633,3.45948,0.000202384,0.000202384,0.000202384
16,131.922,2.05372,2.94644,2.13385,0.00333,1,0.60972,0.07982,3.18175,4.12981,3.18033,0.0002109,0.0002109,0.0002109
17,135.502,1.94363,3.08116,1.9795,0.00333,1,0.71091,0.0858,3.2487,4.08264,3.08857,0.000218624,0.000218624,0.000218624
18,138.894,1.94803,2.91218,1.92624,0.00333,1,0.71091,0.0858,3.2487,4.08264,3.08857,0.000225556,0.000225556,0.000225556
19,142.435,2.05126,2.92083,1.94264,0.00333,1,0.72,0.08425,3.17879,4.09839,2.88463,0.000231696,0.000231696,0.000231696
20,145.838,1.91951,2.8004,1.89705,0.00333,1,0.72,0.08425,3.17879,4.09839,2.88463,0.000237044,0.000237044,0.000237044
21,149.415,1.79147,2.82753,1.91286,0.00333,1,0.62,0.08435,3.13807,4.04001,2.70242,0.0002416,0.0002416,0.0002416
22,152.957,1.77954,3.06696,1.90791,0.00333,1,0.62,0.08435,3.13807,4.04001,2.70242,0.000245364,0.000245364,0.000245364
23,156.412,1.90192,2.74992,1.94854,0.00333,1,0.69738,0.127,3.0779,4.31007,2.52262,0.000248336,0.000248336,0.000248336
24,159.92,2.06946,2.95518,1.95841,0.00333,1,0.69738,0.127,3.0779,4.31007,2.52262,0.000250516,0.000250516,0.000250516
25,163.47,1.7474,2.78696,1.79201,0.00333,1,0.745,0.12791,2.88499,4.54354,2.55441,0.000251904,0.000251904,0.000251904
26,166.941,1.56531,2.83079,1.71843,0.00333,1,0.745,0.12791,2.88499,4.54354,2.55441,0.0002525,0.0002525,0.0002525
27,170.491,1.56998,2.54513,1.72962,0.00333,1,0.78071,0.10243,2.89716,4.3488,2.58155,0.000252304,0.000252304,0.000252304
28,174.002,1.54374,2.56214,1.69056,0.00333,1,0.78071,0.10243,2.89716,4.3488,2.58155,0.000251316,0.000251316,0.000251316
29,177.523,1.75613,2.78743,1.87622,0.00333,1,0.745,0.10425,2.95145,4.51946,2.65393,0.000249536,0.000249536,0.000249536
30,181.011,1.54848,2.55393,1.59569,0.00333,1,0.745,0.10425,2.95145,4.51946,2.65393,0.000246964,0.000246964,0.000246964
31,184.586,1.82746,2.85624,1.905,0.00333,1,0.40135,0.08925,2.83113,4.46527,2.59853,0.0002436,0.0002436,0.0002436
32,188.095,1.70546,2.61005,1.77354,0.00333,1,0.40135,0.08925,2.83113,4.46527,2.59853,0.000239444,0.000239444,0.000239444
33,191.728,1.66984,2.3394,1.68381,0.00333,1,0.28672,0.08248,2.71125,4.2402,2.58821,0.000234496,0.000234496,0.000234496
34,195.24,1.7934,2.47244,1.77834,0.00333,1,0.28672,0.08248,2.71125,4.2402,2.58821,0.000228756,0.000228756,0.000228756
35,198.833,1.69392,2.5146,1.68053,0.00333,1,0.49462,0.13533,2.52627,4.22672,2.36376,0.000222224,0.000222224,0.000222224
36,202.351,1.69146,2.61638,1.80699,0.00333,1,0.49462,0.13533,2.52627,4.22672,2.36376,0.0002149,0.0002149,0.0002149
37,205.951,1.48474,2.47438,1.5409,0.00333,1,0.62542,0.17733,2.35109,4.36873,2.00821,0.000206784,0.000206784,0.000206784
38,209.502,1.4839,2.32797,1.5478,0.00333,1,0.62542,0.17733,2.35109,4.36873,2.00821,0.000197876,0.000197876,0.000197876
39,213.113,1.60138,2.47928,1.67382,0.00333,1,0.72,0.20103,2.29965,4.16075,1.78913,0.000188176,0.000188176,0.000188176
40,216.68,1.62276,2.47429,1.64587,0.00333,1,0.72,0.20103,2.29965,4.16075,1.78913,0.000177684,0.000177684,0.000177684
41,220.269,1.67003,3.11853,1.79468,0.00333,1,0.71091,0.22677,2.316,4.04213,1.69895,0.0001664,0.0001664,0.0001664
42,223.87,1.80694,3.14504,1.97624,0.00333,1,0.71091,0.22677,2.316,4.04213,1.69895,0.000154324,0.000154324,0.000154324
43,227.596,1.6272,2.76581,1.68678,0.00333,1,0.84917,0.26751,2.17777,3.8229,1.65768,0.000141456,0.000141456,0.000141456
44,231.137,1.44921,2.87659,1.58979,0.00333,1,0.84917,0.26751,2.17777,3.8229,1.65768,0.000127796,0.000127796,0.000127796
45,234.772,1.46211,3.19427,1.52862,0.00333,1,0.91167,0.28458,2.23074,3.6839,1.7674,0.000113344,0.000113344,0.000113344
46,238.348,1.49229,2.73717,1.67493,0.00333,1,0.91167,0.28458,2.23074,3.6839,1.7674,9.81e-05,9.81e-05,9.81e-05
47,241.996,1.42182,2.63588,1.48664,0.00333,1,0.845,0.28844,2.24073,3.58889,1.86885,8.2064e-05,8.2064e-05,8.2064e-05
48,245.495,1.4176,2.86328,1.63622,0.00333,1,0.845,0.28844,2.24073,3.58889,1.86885,6.5236e-05,6.5236e-05,6.5236e-05
49,249.129,1.33566,2.69705,1.53798,0.00333,1,0.78667,0.22262,2.29377,3.59638,2.01132,4.7616e-05,4.7616e-05,4.7616e-05
50,252.709,1.21843,2.6395,1.36169,0.00333,1,0.78667,0.22262,2.29377,3.59638,2.01132,2.9204e-05,2.9204e-05,2.9204e-05
