epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1221.42,1.49307,1.76673,1.64071,0.63472,0.35,0.31378,0.10144,2.39106,2.80174,3.49532,0.0010496,0.0010496,0.0010496
26,1250.92,1.50159,1.74705,1.69841,0.65406,0.25,0.27494,0.10047,2.31266,2.86868,3.56031,0.00101,0.00101,0.00101
27,1280.38,1.52368,1.85945,1.6671,0.20168,0.35,0.15385,0.06276,2.56317,2.92785,3.70957,0.0009704,0.0009704,0.0009704
28,1310.07,1.55566,1.86451,1.7229,0.23796,0.4,0.2022,0.06361,2.37866,3.05554,3.37104,0.0009308,0.0009308,0.0009308
29,1340.06,1.51026,1.85079,1.73261,0.31229,0.34092,0.20381,0.06561,2.31293,3.02044,3.30042,0.0008912,0.0008912,0.0008912
30,1370.49,1.43053,1.80449,1.63828,0.39725,0.4,0.25565,0.0833,2.18906,3.01001,3.19488,0.0008516,0.0008516,0.0008516
31,1401.5,1.36235,1.72859,1.5906,0.35934,0.4,0.22624,0.09406,2.10711,3.0321,3.15262,0.000812,0.000812,0.000812
32,1528.18,1.42783,1.68726,1.61586,0.29633,0.35,0.1658,0.07457,2.37895,2.93758,3.65924,0.0007724,0.0007724,0.0007724
33,1555.57,1.43721,1.66866,1.63654,0.30334,0.35,0.18914,0.0817,2.53087,2.76205,3.63941,0.0007328,0.0007328,0.0007328
34,1583.32,1.40787,1.59047,1.63401,0.38975,0.3,0.22141,0.06487,2.43426,3.04551,3.36198,0.0006932,0.0006932,0.0006932
35,1611.75,1.26253,1.55563,1.57722,0.42677,0.29795,0.14952,0.04517,2.34078,3.14567,3.38501,0.0006536,0.0006536,0.0006536
36,1640.99,1.28354,1.48649,1.57326,0.49838,0.35,0.23344,0.06493,2.27334,3.11051,3.29113,0.000614,0.000614,0.000614
37,1670.51,1.35937,1.58492,1.5998,0.36803,0.3,0.16082,0.06212,2.21217,3.15945,3.19053,0.0005744,0.0005744,0.0005744
38,1700.49,1.34031,1.51501,1.59843,0.34107,0.36276,0.19673,0.08244,2.39602,2.85734,3.46527,0.0005348,0.0005348,0.0005348
39,1730.71,1.34101,1.51774,1.58474,0.40372,0.4,0.17403,0.08018,2.47225,2.94847,3.58457,0.0004952,0.0004952,0.0004952
40,1761.37,1.28654,1.3857,1.53125,0.40515,0.4,0.18042,0.08497,2.57009,2.93439,3.65669,0.0004556,0.0004556,0.0004556
41,1792.07,1.24738,1.68597,1.67236,0.36863,0.4,0.16589,0.0792,2.44541,3.13079,3.54501,0.000416,0.000416,0.000416
42,1823.26,1.31634,1.68339,1.70799,0.32848,0.35,0.16478,0.07245,2.50838,3.0852,3.5975,0.0003764,0.0003764,0.0003764
43,1855.39,1.23294,1.5271,1.64443,0.49242,0.45,0.24642,0.10009,2.51374,2.97899,3.61609,0.0003368,0.0003368,0.0003368
44,1887.25,1.17767,1.48421,1.5725,0.49507,0.35,0.2123,0.10125,2.58809,2.82038,3.87063,0.0002972,0.0002972,0.0002972
45,1920.43,1.14658,1.46264,1.60161,0.49877,0.35,0.20676,0.08464,2.70439,2.70202,4.11396,0.0002576,0.0002576,0.0002576
46,1993.73,1.14036,1.42376,1.56464,0.47796,0.35,0.20675,0.07708,2.75731,2.67012,4.1329,0.000218,0.000218,0.000218
47,2021.83,1.14098,1.41278,1.65192,0.43557,0.35,0.19707,0.0805,2.63362,2.73111,3.95398,0.0001784,0.0001784,0.0001784
48,2050.76,1.07155,1.35207,1.52148,0.42437,0.35,0.19527,0.09519,2.55979,2.7988,3.80325,0.0001388,0.0001388,0.0001388
49,2080.08,1.08862,1.27535,1.55557,0.42655,0.35,0.19611,0.09288,2.55243,2.8957,3.72352,9.92e-05,9.92e-05,9.92e-05
50,2109.48,1.04899,1.3654,1.51561,0.42558,0.35,0.19596,0.07966,2.62394,2.9343,3.80183,5.96e-05,5.96e-05,5.96e-05
