epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,144.613,1.51001,2.00618,1.8431,0.01887,0.1,0.01074,0.00107,4.3468,5.92268,6.08301,0.000284553,0.000284553,0.000284553
18,153.397,1.39598,1.89438,1.73628,0.01887,0.1,0.01074,0.00107,4.12085,5.56741,6.35319,0.000292884,0.000292884,0.000292884
19,162.236,1.5878,2.08651,1.96533,0.01887,0.1,0.01074,0.00107,4.13079,5.21307,6.641,0.000300227,0.000300227,0.000300227
20,171.057,1.40666,1.7524,1.68655,0.03448,0.1,0.02044,0.00204,4.12682,5.13124,6.30724,0.000306579,0.000306579,0.000306579
21,179.843,1.44555,1.88997,1.71748,0.03333,0.1,0.0193,0.00386,4.1896,4.92412,6.2602,0.000311942,0.000311942,0.000311942
22,188.679,1.33864,1.68404,1.62953,0.03571,0.1,0.02005,0.00201,4.35685,5.36972,5.99931,0.000316315,0.000316315,0.000316315
23,197.523,1.23814,1.63392,1.58883,0.03571,0.1,0.02005,0.00201,4.39946,5.9644,5.44994,0.000319699,0.000319699,0.000319699
24,206.728,1.2971,1.65003,1.66871,0.03571,0.1,0.02005,0.00201,4.38947,6.17309,5.12949,0.000322093,0.000322093,0.000322093
25,216.2,1.42926,1.86295,1.67926,0.03571,0.1,0.02005,0.00201,4.32919,6.14502,4.87861,0.000323497,0.000323497,0.000323497
26,225.588,1.24023,1.56848,1.57836,0.02778,0.1,0.01591,0.00159,4.09932,5.75901,4.47821,0.000323912,0.000323912,0.000323912
27,234.778,1.33602,1.69053,1.60658,0.23786,0.09514,0.08525,0.01397,3.75229,5.6932,3.96371,0.000323337,0.000323337,0.000323337
28,243.879,1.32071,1.82332,1.68983,0.25297,0.1,0.12746,0.01815,3.39761,5.80932,3.6349,0.000321773,0.000321773,0.000321773
29,253.045,1.20949,1.51978,1.47433,0.25297,0.1,0.12746,0.01815,3.39761,5.80932,3.6349,0.000319219,0.000319219,0.000319219
30,262.34,1.15873,1.47718,1.47767,0.25297,0.1,0.12746,0.01815,3.58507,5.62878,3.82886,0.000315675,0.000315675,0.000315675
31,271.639,1.21214,1.56361,1.53628,0.25297,0.1,0.12746,0.01815,3.75389,5.65411,3.99103,0.000311142,0.000311142,0.000311142
32,281.134,1.14835,1.46396,1.44351,0.25297,0.1,0.12746,0.01815,3.79654,5.3969,4.33045,0.000305619,0.000305619,0.000305619
33,290.553,1.31239,1.45771,1.52227,0.25297,0.1,0.12746,0.01815,3.79654,5.3969,4.33045,0.000299107,0.000299107,0.000299107
34,300.027,1.20846,1.59313,1.56458,0.25297,0.1,0.12746,0.01815,3.80382,5.04913,4.76831,0.000288718,0.000288718,0.000288718
35,309.582,1.13021,1.50816,1.41953,0.25297,0.1,0.12746,0.01815,3.66689,5.10437,5.10546,0.000272224,0.000272224,0.000272224
36,318.998,1.12174,1.39921,1.4599,0.0125,0.1,0.00717,0.00143,3.79203,4.76819,5.52887,0.000255731,0.000255731,0.000255731
37,328.13,1.07652,1.40611,1.4169,0.0125,0.1,0.00717,0.00143,3.79203,4.76819,5.52887,0.000239238,0.000239238,0.000239238
38,337.746,0.97719,1.27134,1.32428,0.01961,0.2,0.01423,0.00142,3.63116,4.93747,5.14462,0.000222744,0.000222744,0.000222744
39,347.132,1.00349,1.30248,1.33281,0.01471,0.2,0.01186,0.00119,3.39951,5.18078,4.72382,0.000206251,0.000206251,0.000206251
40,356.887,1.05525,1.31047,1.40204,0.01143,0.2,0.00698,0.00102,3.20166,5.57207,4.29162,0.000189757,0.000189757,0.000189757
41,366.564,0.98135,1.90728,1.58586,0.01143,0.2,0.00698,0.00102,3.20166,5.57207,4.29162,0.000173264,0.000173264,0.000173264
42,376.507,1.11961,2.02175,1.67832,0.0099,0.2,0.00602,0.0006,3.02231,6.29346,3.82652,0.000156771,0.000156771,0.000156771
43,386.766,0.88954,1.86689,1.46744,0.0099,0.2,0.00602,0.0006,2.94644,6.71966,3.63472,0.000140277,0.000140277,0.000140277
44,396.503,0.71162,1.68699,1.33812,0.0099,0.2,0.00602,0.0006,2.9697,6.90094,3.54507,0.000123784,0.000123784,0.000123784
45,406.716,0.93092,1.9329,1.49714,0.0099,0.2,0.00602,0.0006,2.9697,6.90094,3.54507,0.00010729,0.00010729,0.00010729
46,416.857,0.79273,1.68263,1.30816,0.0099,0.2,0.00602,0.0006,2.99735,6.92405,3.54107,9.0797e-05,9.0797e-05,9.0797e-05
47,427.08,0.86768,1.79208,1.39824,0.00293,0.1,0.00181,0.00018,2.98021,6.78878,3.52331,7.43036e-05,7.43036e-05,7.43036e-05
48,437.078,0.79591,1.78425,1.41399,0.00261,0.1,0.00159,0.00016,2.94242,6.63506,3.45905,5.78102e-05,5.78102e-05,5.78102e-05
49,447.198,0.83211,1.80306,1.43352,0.00261,0.1,0.00159,0.00016,2.94242,6.63506,3.45905,4.13168e-05,4.13168e-05,4.13168e-05
50,457.283,0.87654,1.7504,1.42823,0.00261,0.1,0.00159,0.00016,2.91654,6.70937,3.41582,2.48234e-05,2.48234e-05,2.48234e-05
