epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,638.914,1.59351,1.95201,1.79526,0.55485,0.34783,0.3686,0.13172,2.64354,3.1456,3.59865,0.0013268,0.0013268,0.0013268
19,674.311,1.63989,2.00451,1.82427,0.27195,0.3913,0.27087,0.1343,2.2838,2.65716,3.13107,0.0012872,0.0012872,0.0012872
20,709.839,1.60305,1.93482,1.81831,0.47134,0.43478,0.30573,0.08695,2.39646,2.64115,3.27421,0.0012476,0.0012476,0.0012476
21,744.857,1.63347,1.84738,1.84975,0.52479,0.52174,0.38557,0.12706,2.32497,2.56498,3.26204,0.001208,0.001208,0.001208
22,779.846,1.59336,1.80414,1.80449,0.672,0.43478,0.40639,0.1307,2.51669,2.98295,3.47953,0.0011684,0.0011684,0.0011684
23,814.903,1.62265,1.91975,1.84283,0.35987,0.3913,0.27463,0.08392,2.36797,3.49595,3.3062,0.0011288,0.0011288,0.0011288
24,850.236,1.58266,1.86187,1.77803,0.35342,0.3913,0.29787,0.10478,2.5871,3.64915,3.35875,0.0010892,0.0010892,0.0010892
25,885.352,1.54182,1.77718,1.73029,0.18389,0.56522,0.22329,0.08912,2.52668,3.22728,3.32431,0.0010496,0.0010496,0.0010496
26,920.321,1.56898,1.93438,1.74243,0.37431,0.52174,0.34996,0.1087,2.43934,2.89957,3.27836,0.00101,0.00101,0.00101
27,955.18,1.52972,1.76671,1.69411,0.47346,0.47826,0.35824,0.12757,2.30559,2.46322,3.00777,0.0009704,0.0009704,0.0009704
28,990.317,1.49766,1.77127,1.74343,0.50507,0.47826,0.3718,0.12668,2.21199,2.63476,2.90361,0.0009308,0.0009308,0.0009308
29,1025.77,1.6092,1.8709,1.81655,0.47013,0.52174,0.35362,0.12104,2.2194,2.65392,2.93173,0.0008912,0.0008912,0.0008912
30,1060.35,1.5135,1.74667,1.70836,0.32503,0.54464,0.27588,0.10147,2.23546,2.2786,3.00365,0.0008516,0.0008516,0.0008516
31,1095.34,1.55405,1.78868,1.75281,0.46279,0.56522,0.37023,0.1132,2.2438,2.3195,3.01757,0.000812,0.000812,0.000812
32,1130.32,1.46124,1.74396,1.69579,0.49747,0.69565,0.41452,0.14875,2.22898,2.07416,3.05344,0.0007724,0.0007724,0.0007724
33,1165.17,1.44098,1.64212,1.67748,0.45909,0.6087,0.39931,0.15566,2.12891,1.97686,2.9531,0.0007328,0.0007328,0.0007328
34,1200.25,1.4406,1.65256,1.68194,0.72043,0.52174,0.50913,0.19281,2.01893,1.96825,2.81041,0.0006932,0.0006932,0.0006932
35,1235.51,1.43572,1.60242,1.6565,0.52572,0.47826,0.40194,0.1482,2.13394,2.10607,2.9187,0.0006536,0.0006536,0.0006536
36,1270.58,1.46126,1.55832,1.64619,0.43395,0.3913,0.32057,0.11658,2.2915,2.20903,3.0373,0.000614,0.000614,0.000614
37,1305.55,1.38528,1.55942,1.65534,0.5865,0.52174,0.41052,0.16371,2.27265,2.04826,2.98428,0.0005744,0.0005744,0.0005744
38,1340.95,1.42294,1.58425,1.67436,0.69215,0.68464,0.54694,0.22454,2.33053,1.88364,3.15751,0.0005348,0.0005348,0.0005348
39,1376.1,1.36746,1.49716,1.61692,0.71202,0.64528,0.53862,0.21337,2.42362,1.87017,3.29219,0.0004952,0.0004952,0.0004952
40,1411,1.4463,1.46504,1.65338,0.76155,0.69437,0.5682,0.2227,2.29556,1.76501,3.1117,0.0004556,0.0004556,0.0004556
41,1445.38,1.35306,1.79711,1.80732,0.71245,0.69565,0.55657,0.20828,2.29873,1.90257,3.08561,0.000416,0.000416,0.000416
42,1480.01,1.29844,1.63692,1.79208,0.71932,0.69565,0.5329,0.1987,2.34848,2.05025,3.19504,0.0003764,0.0003764,0.0003764
43,1514.58,1.28563,1.60218,1.78919,0.71339,0.69565,0.52268,0.18873,2.43453,1.95555,3.44851,0.0003368,0.0003368,0.0003368
44,1549.12,1.29965,1.58084,1.78934,0.71783,0.69565,0.51209,0.16917,2.52473,2.03995,3.57784,0.0002972,0.0002972,0.0002972
45,1583.59,1.24583,1.5158,1.69467,0.66419,0.69565,0.48399,0.18503,2.47304,2.03042,3.53052,0.0002576,0.0002576,0.0002576
46,1618.18,1.27085,1.47213,1.77444,0.67325,0.65217,0.48447,0.17819,2.36318,2.06097,3.37584,0.000218,0.000218,0.000218
47,1652.47,1.21778,1.42183,1.70481,0.6729,0.65217,0.48259,0.17769,2.34577,2.03733,3.35229,0.0001784,0.0001784,0.0001784
48,1686.93,1.2262,1.44571,1.74204,0.64636,0.65217,0.49155,0.20878,2.27155,1.98803,3.24227,0.0001388,0.0001388,0.0001388
49,1721.92,1.18314,1.43154,1.69711,0.6516,0.65217,0.48243,0.20856,2.27068,2.02026,3.24592,9.92e-05,9.92e-05,9.92e-05
50,1756.54,1.16066,1.37114,1.72009,0.64878,0.65217,0.47271,0.19921,2.30137,1.98272,3.31244,5.96e-05,5.96e-05,5.96e-05
