epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,422.22,1.57804,2.43953,1.60972,0.36361,0.8,0.56021,0.14817,2.10983,2.82211,2.00821,0.0004556,0.0004556,0.0004556
41,435.397,1.60339,3.41654,1.60204,0.36361,0.8,0.56021,0.14817,2.10983,2.82211,2.00821,0.000416,0.000416,0.000416
42,448.287,1.67598,3.24757,1.70148,0.43874,0.8,0.46751,0.1615,1.95857,2.50056,1.89197,0.0003764,0.0003764,0.0003764
43,461.826,1.692,3.36109,1.70935,0.5536,0.7,0.62984,0.22761,1.96756,2.63346,1.98454,0.0003368,0.0003368,0.0003368
44,475.217,1.49939,2.99997,1.52072,0.56634,0.9,0.73276,0.21168,2.05078,2.71833,2.06133,0.0002972,0.0002972,0.0002972
45,489.275,1.43823,3.15791,1.51322,0.56634,0.9,0.73276,0.21168,2.05078,2.71833,2.06133,0.0002576,0.0002576,0.0002576
46,501.957,1.42396,2.82105,1.47766,0.60133,0.7,0.72649,0.21585,2.10411,2.68969,2.12038,0.000218,0.000218,0.000218
47,517.76,1.37434,2.91707,1.43962,0.54818,0.8509,0.69667,0.21788,2.11483,2.54273,2.09124,0.0001784,0.0001784,0.0001784
48,531.062,1.49113,3.14829,1.54635,0.68854,0.7,0.73726,0.23334,2.04776,2.46501,2.01674,0.0001388,0.0001388,0.0001388
49,544.271,1.51693,2.97467,1.53056,0.68854,0.7,0.73726,0.23334,2.04776,2.46501,2.01674,9.92e-05,9.92e-05,9.92e-05
50,556.99,1.51314,2.96169,1.63524,0.68928,0.7,0.70701,0.24589,2.05354,2.47819,2.0444,5.96e-05,5.96e-05,5.96e-05
